RT_awareness,RT_confidence,RT_correct,model,score,sub,window
0.007287555248969336,0.019189882279174935,-0.11085835436877707,LogisticRegression,0.48214833759590797,RL,0
0.3364578646226015,0.33180888647943846,0.3317332488979599,RandomForestClassifier,0.5112986643932935,RL,0
0.04463393327134629,0.12066522273898915,-0.17863412438402831,LogisticRegression,0.5297664359861592,RL,1
0.33683478725129645,0.3306815586257072,0.33248365412299646,RandomForestClassifier,0.5471597462514417,RL,1
-0.09658960335430698,0.12334586140699252,-0.2713849727823666,LogisticRegression,0.5428059701492537,RL,2
0.3356220255246797,0.3294738636295895,0.33490411084573074,RandomForestClassifier,0.5388641791044776,RL,2
0.16014613695055777,0.09006846897562687,-0.17171291241444828,LogisticRegression,0.5055661538461539,RL,3
0.3362504839030594,0.333379641710488,0.3303698743864528,RandomForestClassifier,0.5030323076923077,RL,3
-0.2215613923287768,0.14224440361948137,-0.043681670537150045,LogisticRegression,0.560073717948718,RL,4
0.3400555083532915,0.33341283884979184,0.3265316527969167,RandomForestClassifier,0.5478926282051282,RL,4
