RT_awareness,RT_confidence,RT_correct,model,score,sub,window
-0.10727935407156694,0.2387738968729459,0.027921906542199483,LogisticRegression,0.5302472293265132,SO,0
0.3342244658732662,0.32944747269602037,0.3363280614307135,RandomForestClassifier,0.5476626882637113,SO,0
-0.0754764722581172,0.3930152639528369,-0.018749524114980078,LogisticRegression,0.5265264705882352,SO,1
0.33350602671739665,0.3320231184054156,0.33447085487718764,RandomForestClassifier,0.5579882352941177,SO,1
-0.06958889996359124,0.04622275696103574,0.049977214420213564,LogisticRegression,0.507669696969697,SO,2
0.33352937146513073,0.3317671312898481,0.3347034972450211,RandomForestClassifier,0.5647075757575759,SO,2
-0.16787127888432685,0.062102595387509195,0.12777923680298917,LogisticRegression,0.5364349489795918,SO,3
0.33347175245965105,0.33416946126204694,0.3323587862783021,RandomForestClassifier,0.5588711734693877,SO,3
-0.1776725166862112,0.3732213429231699,-0.030684142397356177,LogisticRegression,0.5460482804232805,SO,4
0.33215548626807434,0.33649974637364716,0.3313447673582782,RandomForestClassifier,0.5491236772486772,SO,4
