RT_awareness,RT_confidence,RT_correct,model,score,sub,window
0.02001950134737822,0.05600594101572781,-0.07038052407695149,LogisticRegression,0.49140752864157117,MP1,0
0.3344242389531565,0.3280130380683534,0.33756272297849016,RandomForestClassifier,0.5418596563011456,MP1,0
0.016310081394819854,0.10611935863604934,-0.08884202389438148,LogisticRegression,0.5145108695652173,MP1,1
0.32892440982638965,0.3271433472770067,0.3439322428966035,RandomForestClassifier,0.5315280100334447,MP1,1
-0.03431345647031864,0.10510204665018423,-0.042907515716703676,LogisticRegression,0.49996581196581197,MP1,2
0.3365180512809266,0.3335684528490356,0.3299134958700379,RandomForestClassifier,0.5715555555555555,MP1,2
-0.015411460869730005,0.20331715597690359,-0.0436526683877616,LogisticRegression,0.46582272727272733,MP1,3
0.330863762931234,0.33376943619896193,0.3353668008698037,RandomForestClassifier,0.5509318181818182,MP1,3
-0.060552772329885915,0.006721151094602887,-0.04210735951783893,LogisticRegression,0.5287104072398191,MP1,4
0.3349665911338786,0.33065758123535743,0.3343758276307639,RandomForestClassifier,0.5244773755656108,MP1,4
